"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://ditex.com.pl/dynamicroll-air/","https://ditex.com.pl/?post_type=product&p=3587","22987","BARIERY SYGNALIZACYJNE LED","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-3640']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/dynamicroll-air/","https://ditex.com.pl/?post_type=product&p=3587","22987","","BARIERY SYGNALIZACYJNE LED","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-3640']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-iso-80/","https://ditex.com.pl/?post_type=product&p=3587","22987","BARIERY SYGNALIZACYJNE LED","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5101']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-iso-80/","https://ditex.com.pl/?post_type=product&p=3587","22987","","BARIERY SYGNALIZACYJNE LED","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5101']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-air-flow/","https://ditex.com.pl/?post_type=product&p=3587","22987","BARIERY SYGNALIZACYJNE LED","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5099']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-air-flow/","https://ditex.com.pl/?post_type=product&p=3587","22987","","BARIERY SYGNALIZACYJNE LED","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5099']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-iso-50/","https://ditex.com.pl/?post_type=product&p=3587","22987","BARIERY SYGNALIZACYJNE LED","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5082']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/spirall-iso-50/","https://ditex.com.pl/?post_type=product&p=3587","22987","","BARIERY SYGNALIZACYJNE LED","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5082']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bollard-b-protect/","https://ditex.com.pl/?post_type=product&p=3587","22987","BARIERY SYGNALIZACYJNE LED","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5116']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bollard-b-protect/","https://ditex.com.pl/?post_type=product&p=3587","22987","","BARIERY SYGNALIZACYJNE LED","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5116']/div[2]/div/div[@id='tab-custom_tab_6']/div/div/div/div/ul[@class='product-list'][2]/li[4]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/blog/wspieramy-filipa-helte-w-drodze-na-olimpiade-w-tokio-2021/","https://www.uci.org/mountain-bike/calendar/CompetitionDetail?competitionId=65100&year=2021","0","","Strabag Cup – Mesto Touskov CZ","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[2]/div[@class='nm-post-body']/div/div[1]/article/div/p[6]/a[4]","Content","HTML"
"Hyperlink","https://ditex.com.pl/blog/wspieramy-filipa-helte-w-drodze-na-olimpiade-w-tokio-2021/","https://www.uci.org/mountain-bike/calendar/CompetitionDetail?competitionId=64834&year=2021","0","","Polish MTB Cup – Rusza Peleton","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[2]/div[@class='nm-post-body']/div/div[1]/article/div/p[6]/a[2]","Content","HTML"
"Hyperlink","https://ditex.com.pl/blog/wspieramy-filipa-helte-w-drodze-na-olimpiade-w-tokio-2021/","https://www.uci.org/mountain-bike/calendar/CompetitionDetail?competitionId=64019&year=2021","0","","KTM Kamptal Trophy","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[2]/div[@class='nm-post-body']/div/div[1]/article/div/p[6]/a[1]","Content","HTML"
"Hyperlink","https://ditex.com.pl/blog/wspieramy-filipa-helte-w-drodze-na-olimpiade-w-tokio-2021/","https://www.uci.org/mountain-bike/calendar/CompetitionDetail?competitionId=64835&year=2021","0","","Maja Wloszczowska MTB Race + UCI Junior Series XCO","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[2]/div[@class='nm-post-body']/div/div[1]/article/div/p[6]/a[5]","Content","HTML"
"Hyperlink","https://ditex.com.pl/blog/wspieramy-filipa-helte-w-drodze-na-olimpiade-w-tokio-2021/","https://www.uci.org/mountain-bike/calendar/CompetitionDetail?competitionId=64937&year=2021","0","","Turieckap – Slovak Cup","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[2]/div[@class='nm-post-body']/div/div[1]/article/div/p[6]/a[3]","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-008/","https://ditex.com.pl/?post_type=product&p=6325","23919","","ALED/RG/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6383']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[42]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pe/","https://ditex.com.pl/?post_type=product&p=6325","23919","","ALED/RG/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6379']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[37]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pc/","https://ditex.com.pl/?post_type=product&p=6325","23919","","ALED/RG/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6377']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[36]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-008/","https://ditex.com.pl/?post_type=product&p=6321","23478","","ALED/12C/RGB","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6383']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[41]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pe/","https://ditex.com.pl/?post_type=product&p=6321","23478","","ALED/12C/RGB","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6379']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[31]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pc/","https://ditex.com.pl/?post_type=product&p=6321","23478","","ALED/12C/RGB","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6377']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[31]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-008/","https://ditex.com.pl/?post_type=product&p=6334","22987","ALED/12C","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6383']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[40]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-008/","https://ditex.com.pl/?post_type=product&p=6334","22987","","ALED/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6383']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[40]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-006/","https://ditex.com.pl/?post_type=product&p=6334","22987","ALED/12C","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6387']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[39]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-006/","https://ditex.com.pl/?post_type=product&p=6334","22987","","ALED/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6387']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[39]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pe/","https://ditex.com.pl/?post_type=product&p=6334","22987","ALED/12C","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6379']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[30]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pe/","https://ditex.com.pl/?post_type=product&p=6334","22987","","ALED/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6379']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[30]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pc/","https://ditex.com.pl/?post_type=product&p=6334","22987","ALED/12C","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6377']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[30]/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pc/","https://ditex.com.pl/?post_type=product&p=6334","22987","","ALED/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6377']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[30]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/amtr-p/","https://ditex.com.pl/?post_type=product&p=6334","22987","ALED/12C","","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5147']/div[2]/div/div[@id='tab-custom_tab_3']/div/div/div/div/ul/li/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/amtr-p/","https://ditex.com.pl/?post_type=product&p=6334","22987","","ALED/12C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-5147']/div[2]/div/div[@id='tab-custom_tab_3']/div/div/div/div/ul/li/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-008/","https://ditex.com.pl/?post_type=product&p=6333","22986","","ALED/14C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6383']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[39]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-006/","https://ditex.com.pl/?post_type=product&p=6333","22986","","ALED/14C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6387']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[45]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pe/","https://ditex.com.pl/?post_type=product&p=6333","22986","","ALED/14C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6379']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[32]/h3/a","Content","HTML"
"Hyperlink","https://ditex.com.pl/bi-001pc/","https://ditex.com.pl/?post_type=product&p=6333","22986","","ALED/14C","404","Not Found","true","","","Absolute","//body/div/div[@class='nm-page-wrap']/div[@class='nm-page-wrap-inner']/div[@id='product-6377']/div[2]/div/div[@id='tab-custom_tab_5']/div/div/div/ul/li[32]/h3/a","Content","HTML"
"HTTP Redirect","https://www.ditex.com.pl/wp-content/uploads/2023/07/Katalog-BMP_Tremicroll.pdf","https://ditex.com.pl/wp-content/uploads/2023/07/Katalog-BMP_Tremicroll.pdf","23188","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/br21","https://ditex.com.pl/katalog-produktow/br21","23641","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/be20200","https://ditex.com.pl/katalog-produktow/be20200","23166","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/brushless-h30","https://ditex.com.pl/katalog-produktow/brushless-h30","23166","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/slupki-b-protect","https://ditex.com.pl/katalog-produktow/slupki-b-protect","23174","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/sterowanie-radiowe-zoolock","https://ditex.com.pl/katalog-produktow/sterowanie-radiowe-zoolock","23194","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/smarty","https://ditex.com.pl/katalog-produktow/smarty","23676","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/dynamicroll-standard","https://ditex.com.pl/katalog-produktow/dynamicroll-standard","23199","","","404","Not Found","true","","","Absolute","","","HTTP"
"HTTP Redirect","https://www.ditex.com.pl/katalog-produktow/dynamicroll-frigo2","https://ditex.com.pl/katalog-produktow/dynamicroll-frigo2","23206","","","404","Not Found","true","","","Absolute","","","HTTP"
